1879 Amedee-Bollee Marie-Anne | Speed | 18 kmph
Lexus LX 470 | Height | 1850 mm
Lotus Elise Sport Racer | Price | 31995 GBP
Lotus Elise Sport Racer | Count | 199
Lotus Elise Sport Racer | Volume | 1.8 L
Lotus Elise Sport Racer | Power | 189 hp
Lotus Elise Sport Racer | Speed | 241 kmph
Lotus Elise Sport Racer | 0-100 kmph | 5.2 s
Marcos TSO GT | Volume | 5.7 L
Marcos TSO GT | Cylinders | V8
Marcos TSO GT | Power | 400 hp
Marcos TSO GT | Speed | 300 kmph
Marcos TSO GT | 0-100 kmph | 4.0 s
Marcos TSO GT | Body | coupe
Maserarti Ghibli | Volume | 2790 cc
Maserarti Ghibli | Cylinders | V6
Maserarti Ghibli | Power | 280 hp @ 6000 rpm
Maserarti Ghibli | Torque | 397 nm @ 3500 rpm
Maserarti Ghibli | Valves per cylinder | 4
Maserarti Ghibli | Speed | 260 kmph
Maserarti Ghibli | 0-100 kmph | 5.8 s
Maserarti Ghibli | Weight | 1325 kg
Maserarti Ghibli | Length | 4230 mm
Maserarti Ghibli | Width | 1780 mm
Maserarti Ghibli | Height | 1300 mm
Maserarti Ghibli | Front track | 1510 mm
Maserarti Ghibli | Rear track | 1510 mm
Maserarti Ghibli | Wheelbase | 2520 mm
Maserarti Ghibli | Engine placement | front
Maserarti Ghibli | Brakes | ventilated disc
Maserarti Ghibli | Gears | 6 manual
Maserarti Ghibli | Drive | rear
Maserarti MC12 | Volume | 5998 cc
Maserarti MC12 | Cylinders | V12
Maserarti MC12 | Power | 623 hp
Maserarti MC12 | Torque | 652 nm
Maserarti MC12 | Max rpm | 7700
Maserarti MC12 | Speed | 330 kmph
Maserarti MC12 | 0-100 kmph | 3.8 s
Maserarti MC12 | 0-200 kmph | 9.9 s
Maserarti MC12 | Weight | 1335 kg
Maserarti MC12 | Body | roadster
Maserarti MC12 | Length | 5143 mm
Maserarti MC12 | Width | 2096 mm
Maserarti MC12 | Height | 1205 mm
Maserarti MC12 | Seats | 2
Maserarti MC12 | Fuel tank | 115 L
Maserarti MC12 | Engine placement | center
Maserarti MC12 | Gears | 6
Maserarti MC12 | Drive | rear
Maserati 3200 GT | Volume | 3.2 L
Maserati 3200 GT | Cylinders | V8
Maserati 3200 GT | Compressor | turbo
Maserati 3200 GT | Power | 370 hp
Maserati 3200 GT | Gears | 4 auto
Maserati 3200 GT | Gears | 6 manual
Mega Monte Carlo | Volume | 5995 cc
Mega Monte Carlo | Cylinders | V12
Mega Monte Carlo | Power | 394 hp @ 5200 rpm
Mega Monte Carlo | Torque | 570 nm @ 3800 rpm
Mega Monte Carlo | Valves per cylinder | 4
Mega Monte Carlo | Speed | 300 kmph
Mega Monte Carlo | 0-100 kmph | 4.6 s
Mega Monte Carlo | Weight | 1300 kg
Mega Monte Carlo | Length | 4450 mm
Mega Monte Carlo | Width | 1990 mm
Mega Monte Carlo | Height | 1190 mm
Mega Monte Carlo | Engine placement | center
Mega Monte Carlo | Brakes | ventilated disc
Mega Monte Carlo | Drive | rear
Mega Track | Volume | 5987 cc
Mega Track | Cylinders | V12
Mega Track | Power | 395 hp @ 5300 rpm
Mega Track | Torque | 570 nm @ 3800 rpm
Mega Track | Valves per cylinder | 4
Mega Track | Speed | 250 kmph
Mega Track | Weight | 2280 kg
Mega Track | Length | 5080 mm
Mega Track | Width | 2250 mm
Mega Track | Height | 1400 mm
Mega Track | Front track | 1800 mm
Mega Track | Rear track | 1880 mm
Mega Track | Wheelbase | 3120 mm
Mega Track | Brakes | ventilated disc
Mega Track | Gears | 4 auto
Mega Track | Drive | full
Mercedes C32 AMG | Volume | 3.2 L
Mercedes C32 AMG | Cylinders | V6
Mercedes C32 AMG | Power | 354 hp
Mercedes CLK GTR AMG | Price | 1700000 USD @ 2004 USA
Mercedes CLK GTR AMG | Count | 5
Mercedes CLK GTR AMG | Volume | 6.9 L
Mercedes CLK GTR AMG | Cylinders | 12
Mercedes CLK GTR AMG | Speed | 320 kmph
Mercedes CLK GTR AMG | 0-200 kmph | 9.9 s
Mercedes McLaren SLS | Body | coupe
Mercedes ML 55 AMG | Price | 88000 USD @ Moscow
Mercedes ML 55 AMG | Volume | 5400 cc
Mercedes ML 55 AMG | Power | 347 hp @ 5500 rpm
Mercedes ML 55 AMG | Speed | 232 kmph
Mercedes ML 55 AMG | 0-100 kmph | 6.9 s
Mercedes ML 55 AMG | Weight | 2085 kg
Mercedes ML 55 AMG | Length | 4635 mm
Mercedes ML 55 AMG | Width | 1830 mm
Mercedes ML 55 AMG | Height | 1760 mm
Messerschmitt Kabinenroller KR-200 | Count | 5184
Messerschmitt Kabinenroller KR-200 | Cylinders | 1
Messerschmitt Kabinenroller KR-200 | Power | 10.2 hp
Messerschmitt Kabinenroller KR-200 | Weight | 230 kg
MG ZT 260 V8 | Volume | 4.6 L
MG ZT 260 V8 | Cylinders | V8
MG ZT 260 V8 | Power | 260 hp
MG ZT 260 V8 | Torque | 410 nm
MG ZT 260 V8 | Speed | 250 kmph
MG ZT 260 V8 | 0-100 kmph | 6.6 s
MG ZT 260 V8 | Body | sedan
MG ZT 260 V8 | Engine placement | front longitudinal
MG ZT 260 V8 | Gears | 5
MG ZT 260 V8 | Drive | rear
Nissan Qashqai+2 | Price | 700000 RUR @ 2009 Russia
Nissan Qashqai+2 | Price | 1030000 RUR @ 2009 Russia
Nissan Qashqai+2 | Volume | 1997 cc
Nissan Qashqai+2 | Power | 141 hp
Nissan Qashqai+2 | Torque | 196 nm @ 4800 rpm
Nissan Qashqai+2 | Fuel | petrol
Nissan Qashqai+2 | Speed | 177 kmph
Nissan Qashqai+2 | 0-100 kmph | 11.7 s
Nissan Qashqai+2 | Fuel consumption | 8.5 L/100km
Nissan Qashqai+2 | Length | 4525 mm
Nissan Qashqai+2 | Width | 1783 mm
Nissan Qashqai+2 | Height | 1645 mm
Nissan Qashqai+2 | Seats | 5
Nissan Qashqai+2 | Trunk size | 1520 L
Nissan Qashqai+2 | Wheelbase | 2756 mm
Nissan Qashqai+2 | Clearance | 200 mm
Nissan Qashqai+2 | Gears | 5 manual
Nissan Qashqai+2 | Drive | full
Nissan X-Trail ~2008 | Price | 1089000 RUR @ 2009 Russia
Nissan X-Trail ~2008 | Volume | 1998 cc
Nissan X-Trail ~2008 | Volume | 2 L
Nissan X-Trail ~2008 | Volume | 2.5 L
Nissan X-Trail ~2008 | Power | 141 hp
Nissan X-Trail ~2008 | Power | 150 hp
Nissan X-Trail ~2008 | Power | 169 hp
Nissan X-Trail ~2008 | Torque | 314 nm @ 2000 rpm
Nissan X-Trail ~2008 | Fuel | diesel
Nissan X-Trail ~2008 | Fuel | petrol
Nissan X-Trail ~2008 | Speed | 181 kmph
Nissan X-Trail ~2008 | 0-100 kmph | 12.5 s
Nissan X-Trail ~2008 | Fuel consumption | 8.1 L/100km
Nissan X-Trail ~2008 | Length | 4630 mm
Nissan X-Trail ~2008 | Width | 1785 mm
Nissan X-Trail ~2008 | Height | 1685 mm
Nissan X-Trail ~2008 | Trunk size | 1773 L
Nissan X-Trail ~2008 | Wheelbase | 2630 mm
Nissan X-Trail ~2008 | Gears | 6 auto
Nissan X-Trail ~2008 | Gears | 6 manual
Nissan X-Trail ~2008 | Drive | full
Oldsmobile O4 | Body | targa
Opel Admiral (A) | Volume | 4554 cc
Opel Admiral (A) | Cylinders | V8
Opel Admiral (A) | Power | 190 hp @ 4600 rpm
Opel Admiral (A) | Fuel feed | carb
Opel Admiral (A) | Speed | 200 kmph
Opel Admiral (A) | Weight | 1550 kg
Opel Admiral (A) | Body | sedan
Opel Admiral (A) | Length | 4948 mm
Opel Admiral (A) | Width | 1902 mm
Opel Admiral (A) | Height | 1445 mm
Opel Admiral (A) | Front brakes | disc
Opel Astra Cabrio | Speed | 245 kmph
Opel Astra Cabrio | 0-100 kmph | 7.5 s
Opel Astra Cabrio | Front brakes | disc
Opel Astra Cabrio | Front brakes size | 308 mm
Opel Astra Coupe | Volume | 1.8 L
Opel Astra Coupe | Volume | 1.8 L
Opel Astra Coupe | Volume | 2 L
Opel Astra Coupe | Volume | 2.2 L
Opel Astra Coupe | Compressor | turbo
Opel Astra Coupe | Power | 115 hp
Opel Astra Coupe | Power | 125 hp
Opel Astra Coupe | Power | 192 hp
Opel Astra Coupe | Power | 147 hp
Opel Astra Coupe | Fuel | petrol
Opel Astra Coupe | Fuel feed | injection
Opel Astra Coupe | Fuel feed | injection
Opel Astra Coupe | Fuel feed | injection
Opel Astra Coupe | Fuel feed | injection
Opel Astra Coupe | Valves per cylinder | 4
Opel Astra Coupe | Valves per cylinder | 4
Opel Astra Coupe | Valves per cylinder | 4
Opel Astra Coupe | Valves per cylinder | 4
Opel Astra Coupe | Valves per cylinder | 4
Opel Astra Coupe | Speed | 200 kmph
Opel Astra Coupe | Body | coupe
Opel Astra Coupe | Tyres | 205/60 R16
Opel Astra Coupe | Wheels | 6Jx16
Opel Astra Coupe | Gears | 5 manual
Opel Commodore (С) | Volume | 2.5 L
Opel Commodore (С) | Volume | 2490 cc
Opel Commodore (С) | Cylinders | 6
Opel Commodore (С) | Power | 115 hp @ 5200 rpm
Opel Commodore (С) | Power | 130 hp @ 5600 rpm
Opel Commodore (С) | Fuel feed | injection
Opel Commodore (С) | Speed | 175 kmph
Opel Commodore (С) | Body | sedan
Opel Commodore (С) | Length | 4705 mm
Opel Commodore (С) | Width | 1722 mm
Opel Commodore (С) | Height | 1410 mm
Opel Commodore 2500 S | Volume | 2490 cc
Opel Commodore 2500 S | Cylinders | 6
Opel Commodore 2500 S | Power | 115 hp @ 5200 rpm
Opel Commodore 2500 S | Speed | 170 kmph
Opel Commodore A 2200 | Volume | 2239 cc
Opel Commodore A 2200 | Cylinders | 6
Opel Commodore A 2200 | Power | 95 hp @ 4000 rpm
Opel Commodore A 2200 | Speed | 163 kmph
Opel Commodore Caravan (C) | Price | 20000 DM
Opel Commodore Caravan (C) | Count | 3439
Opel Commodore Caravan (C) | Body | wagon
Opel Commodore Caravan (C) | Length | 4722 mm
Opel Commodore Caravan (C) | Width | 1722 mm
Opel Commodore Caravan (C) | Height | 1470 mm
Opel CTC | Power | 60 hp
Opel CTC | Power | 136 hp
Opel CTC | Power | 68 hp
Opel CTC | Power | 82 hp
Opel CTC | Fuel | diesel
Opel CTC | Fuel | petrol
Opel CTC | Valves per cylinder | 4
Opel CTC | Wheels | 17
Opel CTC | Gears | 6 manual
Opel CTC | Drive | front
Opel GT | Body | roadster
Opel GT | Seats | 2
Opel Insignia | Price | 670000 RUR @ 2009 Russia
Opel Insignia | Price | 815000 RUR @ 2009 Russia
Opel Insignia | Volume | 1.6 L
Opel Insignia | Volume | 1796 cc
Opel Insignia | Cylinders | V6
Opel Insignia | Power | 110 hp
Opel Insignia | Power | 190 hp
Opel Insignia | Power | 115 hp
Opel Insignia | Power | 140 hp
Opel Insignia | Power | 260 hp
Opel Insignia | Torque | 260 nm
Opel Insignia | Torque | 400 nm
Opel Insignia | Torque | 175 nm @ 3800 rpm
Opel Insignia | Fuel | diesel
Opel Insignia | Fuel | diesel
Opel Insignia | Fuel | petrol
Opel Insignia | Fuel | petrol
Opel Insignia | Fuel | petrol
Opel Insignia | Fuel feed | direct injection
Opel Insignia | Fuel feed | direct injection
Opel Insignia | Speed | 210 kmph
Opel Insignia | 0-100 kmph | 10.0 s
Opel Insignia | Fuel consumption | 7.8 L/100km
Opel Insignia | Length | 4830 mm
Opel Insignia | Width | 1856 mm
Opel Insignia | Height | 1498 mm
Opel Insignia | Wheelbase | 2737 mm
Opel Kapitan V8 | Count | 113
Opel Kapitan V8 | Cylinders | V8
Opel Kapitan V8 | Power | 190 hp
Opel Kommodore (B) 2500 GS | Volume | 2490 cc
Opel Kommodore (B) 2500 GS | Cylinders | 6
Opel Kommodore (B) 2500 GS | Power | 130 hp @ 5300 rpm
Opel Kommodore (B) 2500 GS | Speed | 180 kmph
Opel Kommodore (B) 2500 S | Volume | 2490 cc
Opel Kommodore (B) 2500 S | Cylinders | 6
Opel Kommodore (B) 2500 S | Power | 115 hp @ 5200 rpm
Opel Kommodore (B) 2500 S | Speed | 175 kmph
Opel Kommodore (B) 2800 GS | Volume | 2784 cc
Opel Kommodore (B) 2800 GS | Cylinders | 6
Opel Kommodore (B) 2800 GS | Power | 142 hp @ 5200 rpm
Opel Kommodore (B) 2800 GS | Speed | 180 kmph
Opel Kommodore (B) 2800 GS/Е | Volume | 2784 cc
Opel Kommodore (B) 2800 GS/Е | Cylinders | 6
Opel Kommodore (B) 2800 GS/Е | Power | 160 hp @ 5400 rpm
Opel Kommodore (B) 2800 GS/Е | Speed | 190 kmph
Opel Manta | Weight | 1000 kg
Opel Manta | Tyres | 165 SR13
Opel Manta | Tyres | 185/70 HR13
Opel Manta 1.3 | Price | 14620 DM
Opel Manta 1.3S | Volume | 1.3 L
Opel Manta 1.3S | Power | 75 hp
Opel Manta 1.3S | Fuel feed | carb
Opel Manta 1.8S | Price | 19733 DM
Opel Manta B GT/E Coupe | Count | 224762
Opel Manta B GT/E Coupe | Gears | 5 manual
Opel Manta B GT/E Coupe 1.9 E | Price | 14500 DM
Opel Manta B GT/E Coupe 1.9E | Volume | 1.9 L
Opel Manta B GT/E Coupe 1.9E | Power | 105 hp
Opel Manta B GT/E Coupe 1.9E | Speed | 185 kmph
Opel Manta B GT/E Coupe 2.0S | Volume | 2 L
Opel Manta B GT/E Coupe 2.0S | Power | 100 hp
Opel Manta B GT/E Coupe 2.0S | Speed | 180 kmph
Opel Manta B GT/E Coupe 2.0Е | Volume | 2 L
Opel Manta B GT/E Coupe 2.0Е | Power | 110 hp
Opel Manta B GT/E Coupe 2.0Е | Speed | 187 kmph
Opel Olympia Rekord Car-A-Van | Price | 6710 DM
Opel Olympia Rekord Car-A-Van | Count | 15804
Opel Olympia Rekord Car-A-Van | Volume | 1488 cc
Opel Olympia Rekord Car-A-Van | Power | 40 hp
Opel Olympia Rekord Car-A-Van | Speed | 118 kmph
Opel Olympia Rekord Car-A-Van | Weight | 1000 kg
Opel Omega | Volume | 1796 cc
Opel Omega | Cylinders | 4
Opel Omega | Power | 115 hp
Opel Omega | Power | 80 hp
Opel Omega | Power | 90 hp
Opel Omega | Fuel | petrol
Opel Omega | Clearance | 140 mm
Opel Omega | Brakes | disc
Opel Omega | Front brakes | ventilated disc
Opel Omega | Tyres | 185/70 R14
Opel Omega | Tyres | 195/65 R15
Opel Omega | Gears | 4 auto
Opel Omega | Gears | 5 manual
Opel Omega | Drive | rear
Opel Omega (1988-1991) 1.8S | Volume | 1771 cc
Opel Omega (1988-1991) 1.8S | Cylinders | R4
Opel Omega (1988-1991) 1.8S | Power | 88 hp
Opel Omega (1988-1991) 1.8S | Speed | 179 kmph
Opel Omega (1988-1991) 1.8S | 0-100 kmph | 14.5 s
Opel Omega (1988-1991) 1.8S | Fuel consumption | 8.0 L/100km
Opel Omega (1988-1991) 3000 | Volume | 2996 cc
Opel Omega (1988-1991) 3000 | Cylinders | R6
Opel Omega (1988-1991) 3000 | Power | 204 hp
Opel Omega (1988-1991) 3000 | Speed | 234 kmph
Opel Omega (1988-1991) 3000 | 0-100 kmph | 8.6 s
Opel Omega (1988-1991) 3000 | Fuel consumption | 11.8 L/100km
Opel Omega (C) | Body | hatchback 5
Opel Omega (C) | Body | wagon
Opel Omega (C) | Drive | front
Opel Omega 1.8i | Volume | 1796 cc
Opel Omega 2,6i | Volume | 2594 cc
Opel Omega 2.0i | Volume | 1998 cc
Opel Omega 2.3YD | Volume | 2260 cc
Opel Omega 2.3YD | Fuel | diesel
Opel Omega 2.3YDT | Volume | 2.3 L
Opel Omega 2.3YDT | Compressor | turbo
Opel Omega 2.3YDT | Fuel | diesel
Opel Omega 2.4i | Volume | 2393 cc
Opel Omega 3.0i | Volume | 2969 cc
Opel Omega GM 2.3D | Volume | 2.3 L
Opel Omega GM 2.3D | Volume | 2.3 L
Opel Omega GM 2.3D | Power | 74 hp
Opel Omega GM 2.3D | Fuel | diesel
Opel Omega GM 2.3TD | Volume | 2.3 L
Opel Omega GM 2.3TD | Volume | 2.3 L
Opel Omega GM 2.3TD | Compressor | turbo
Opel Omega GM 2.3TD | Power | 90 hp
Opel Omega GM 2.3TD | Fuel | diesel
Opel Rekord 1.9 L (C) | Price | 9095 DM
Opel Rekord 1.9 L (C) | Volume | 1.9 L
Opel Rekord 2.2 L (C) | Price | 9210 DM
Opel Rekord 2.2 L (C) | Volume | 2.2 L
Opel Rekord 2.2 L (C) | Cylinders | 6
Opel Rekord Cabriolet | Price | 11635 DM
Opel Rekord Caravan | Body | wagon
Opel Rekord Caravan 1.7 L (C) | Price | 7990 DM
Opel Rekord Caravan 1.7 L (C) | Volume | 1.7 L
Opel Rekord Caravan 1.7 L (C) | Body | wagon
Opel Rekord Caravan 1.9 L (C) | Price | 9560 DM
Opel Rekord Caravan 1.9 L (C) | Volume | 1.9 L
Opel Rekord Caravan 1.9 L (C) | Body | wagon
Opel Rekord Coupe 1.9 L (C) | Price | 8975 DM
Opel Rekord Coupe 1.9 L (C) | Volume | 1.9 L
Opel Rekord Coupe 1.9 L (C) | Body | coupe
Opel Rekord С L Caravan | Count | 233086
Opel Speedster 2.2 | Volume | 2198 cc
Opel Speedster 2.2 | Cylinders | 4
Opel Speedster 2.2 | Power | 147 hp @ 5800 rpm
Opel Speedster 2.2 | Torque | 203 nm @ 4000 rpm
Opel Speedster 2.2 | Valves per cylinder | 4
Opel Speedster 2.2 | Speed | 217 kmph
Opel Speedster 2.2 | 0-100 kmph | 5.9 s
Opel Speedster 2.2 | Fuel consumption | 8.5 L/100km
Opel Speedster 2.2 | Weight | 945 kg
Opel Speedster 2.2 | Length | 3.786 mm
Opel Speedster 2.2 | Width | 1.884 mm
Opel Speedster 2.2 | Height | 1.117 mm
Opel Speedster 2.2 | Wheelbase | 2330 mm
Opel Speedster Turbo | Volume | 1998 cc
Opel Speedster Turbo | Cylinders | 4
Opel Speedster Turbo | Power | 200 hp @ 5500 rpm
Opel Speedster Turbo | Torque | 250 nm @ 1950 rpm
Opel Speedster Turbo | Valves per cylinder | 4
Opel Speedster Turbo | Speed | 243 kmph
Opel Speedster Turbo | 0-100 kmph | 4.9 s
Opel Speedster Turbo | Fuel consumption | 8.5 L/100km
Opel Speedster Turbo | Weight | 1005 kg
Opel Speedster Turbo | Length | 3.786 mm
Opel Speedster Turbo | Width | 1.884 mm
Opel Speedster Turbo | Height | 1.117 mm
Opel Speedster Turbo | Wheelbase | 2330 mm
Opel Zafira OPC | Volume | 2 L
Opel Zafira OPC | Cylinders | 4
Opel Zafira OPC | Compressor | turbo
Opel Zafira OPC | Power | 192 hp
Opel Zafira OPC | Speed | 220 kmph
Opel Zafira OPC | 0-100 kmph | 8.2 s
Opel Zafira OPC | Wheels | 17
Opel Zafira OPC | Gears | 5 manual
Pagani Zonda C12S | Cylinders | V12
Pagani Zonda C12S | Power | 550 hp
Pagani Zonda C12S | Torque | 750 nm @ 4100 rpm
Pagani Zonda C12S | Gears | 6
Panoz Esperante GTR-1 | Volume | 5.9 L
Panoz Esperante GTR-1 | Cylinders | V8
Panoz Esperante GTR-1 | Power | 600 hp
Panoz Esperante GTR-1 | Weight | 900 kg
Panoz Esperante GTR-1 | Engine placement | front
Panoz Esperante GTR-1 | Gears | 6
Panoz Esperante GTR-1 | Drive | rear
Peugeot 3008 | Volume | 1598 cc
Peugeot 3008 | Volume | 2 L
Peugeot 3008 | Compressor | turbo
Peugeot 3008 | Power | 110 hp
Peugeot 3008 | Power | 120 hp
Peugeot 3008 | Power | 150 hp
Peugeot 3008 | Power | 156 hp
Peugeot 3008 | Power | 163 hp
Peugeot 3008 | Torque | 160 nm
Peugeot 3008 | Torque | 240 nm
Peugeot 3008 | Torque | 340 nm
Peugeot 3008 | Fuel | diesel
Peugeot 3008 | Fuel | petrol
Peugeot 3008 | Length | 4365 mm
Peugeot 3008 | Width | 1837 mm
Peugeot 3008 | Height | 1639 mm
Peugeot 3008 | Trunk size | 512..1604 L
Peugeot 3008 | Wheelbase | 2613 mm
Peugeot 3008 | Gears | 5 manual
Peugeot 3008 | Gears | 6 auto
Peugeot 3008 | Gears | 6 manual
Peugeot 3008 | Drive | front
Peugeot 308 | Price | 509000 RUR @ 2009 Russia
Peugeot 308 | Volume | 1.6 L
Peugeot 308 | Compressor | turbo
Peugeot 308 | Power | 120 hp
Peugeot 308 | Power | 140 hp
Peugeot 308 | Power | 150 hp
Peugeot 308 | Torque | 160 nm @ 4250 rpm
Peugeot 308 | Speed | 195 kmph
Peugeot 308 | 0-100 kmph | 10.8 s
Peugeot 308 | Fuel consumption | 6.7 L/100km
Peugeot 308 | Length | 4276 mm
Peugeot 308 | Width | 1815 mm
Peugeot 308 | Height | 1498 mm
Peugeot 308 | Wheelbase | 2608 mm
Peugeot 308 | Gears | 4 auto
Peugeot 308 | Gears | 5 manual
Porsche 356 | Count | 50
Porsche 356 | Count | 78000
Porsche 356 | Volume | 1086 cc
Porsche 356 | Volume | 1131 cc
Porsche 356 | Volume | 1966 cc
Porsche 356 | Cylinders | B4
Porsche 356 | Power | 35 hp
Porsche 356 | Body | cabriolet
Porsche 356 | Body | coupe
Porsche 356 | Body | roadster
Porsche 356 | Engine placement | rear
Porsche 550 | Volume | 1.5 L
Porsche 550 | Power | 140 hp
Porsche 550 | Bore | 85 mm
Porsche 550 | Stroke | 66 mm
Porsche 550 | Valves per cylinder | 4
Porsche 550 | Engine placement | center
Porsche 718 | Count | 33
Porsche 718 RSK (RSK 718/1500) | Volume | 1498 cc
Porsche 718 RSK (RSK 718/1500) | Cylinders | B4
Porsche 718 RSK (RSK 718/1500) | Power | 148 hp
Porsche 718 RSK (RSK 718/1500) | Compression ratio | 9.8
Porsche 718 RSK (RSK 718/1500) | Speed | 155 mph
Porsche 718 RSK (RSK 718/1500) | Speed | 240 kmph
Porsche 718 RSK (RSK 718/1500) | Engine placement | center
Porsche 718 RSK (RSK 718/1500) | Drive | rear
Porsche 908 | Volume | 1991 cc
Porsche 908 | Cylinders | B6
Porsche 908 | Power | 210 hp
Porsche 908 | Torque | 145 nm
Porsche 908 | Compression ratio | 10.3
Porsche 908 | Speed | 270 kmph
Porsche 908 | Weight | 617 kg
Porsche 910/6 | Brakes | ventilated disc
Porsche 910/8 | Volume | 2.2 L
Porsche 910/8 | Cylinders | 8
Porsche 910/8 | Power | 270 hp
Porsche 911 | Volume | 3.1 L
Porsche 911 | Cylinders | 6
Porsche 911 | Power | 130 hp
Porsche 911 | Front track | 1260 mm
Porsche 911 | Rear track | 1342 mm
Porsche 911 Carrera | Front track | 1372 mm
Porsche 911 Carrera | Rear track | 1354 mm
Porsche 911 Carrera 4 Cabrio Tiptronic | Volume | 3387 cc
Porsche 911 Carrera 4 Cabrio Tiptronic | Cylinders | V6
Porsche 911 Carrera 4 Cabrio Tiptronic | Power | 300 hp @ 6800 rpm
Porsche 911 Carrera 4 Cabrio Tiptronic | Torque | 350 nm @ 4600 rpm
Porsche 911 Carrera 4 Cabrio Tiptronic | Fuel feed | distributed injection
Porsche 911 Carrera 4 Cabrio Tiptronic | Compression ratio | 11.3
Porsche 911 Carrera 4 Cabrio Tiptronic | Bore | 96 mm
Porsche 911 Carrera 4 Cabrio Tiptronic | Stroke | 78 mm
Porsche 911 Carrera 4 Cabrio Tiptronic | Valves per cylinder | 4
Porsche 911 Carrera 4 Cabrio Tiptronic | Speed | 275 kmph
Porsche 911 Carrera 4 Cabrio Tiptronic | 0-100 kmph | 6.0 s
Porsche 911 Carrera 4 Cabrio Tiptronic | Fuel consumption | 8.8 L/100km
Porsche 911 Carrera 4 Cabrio Tiptronic | Fuel consumption | 18.6 L/100km
Porsche 911 Carrera 4 Cabrio Tiptronic | Weight | 1495 kg
Porsche 911 Carrera 4 Cabrio Tiptronic | Body | cabriolet
Porsche 911 Carrera 4 Cabrio Tiptronic | Length | 4430 mm
Porsche 911 Carrera 4 Cabrio Tiptronic | Width | 1765 mm
Porsche 911 Carrera 4 Cabrio Tiptronic | Height | 1305 mm
Porsche 911 Carrera 4 Cabrio Tiptronic | Seats | 2+2
Porsche 911 Carrera 4 Cabrio Tiptronic | Doors | 2
Porsche 911 Carrera 4 Cabrio Tiptronic | Fuel tank | 64 L
Porsche 911 Carrera 4 Cabrio Tiptronic | Trunk size | 100 L
Porsche 911 Carrera 4 Cabrio Tiptronic | Front track | 1465 mm
Porsche 911 Carrera 4 Cabrio Tiptronic | Rear track | 1480 mm
Porsche 911 Carrera 4 Cabrio Tiptronic | Wheelbase | 2350 mm
Porsche 911 Carrera 4 Cabrio Tiptronic | Engine placement | rear
Porsche 911 Carrera 4 Cabrio Tiptronic | Brakes | disc
Porsche 911 Carrera 4 Cabrio Tiptronic | Front tyres | 225/40 R18
Porsche 911 Carrera 4 Cabrio Tiptronic | Rear tyres | 265/35 R18
Porsche 911 Carrera 4 Cabrio Tiptronic | Gears | 5 auto
Porsche 911 Carrera 4 Cabrio Tiptronic | Drive | rear
Porsche 911 Carrera 4 Coupe (996) | Volume | 3387 cc
Porsche 911 Carrera 4 Coupe (996) | Volume | 3387 cc
Porsche 911 Carrera 4 Coupe (996) | Cylinders | V6
Porsche 911 Carrera 4 Coupe (996) | Cylinders | V6
Porsche 911 Carrera 4 Coupe (996) | Power | 300 hp @ 6800 rpm
Porsche 911 Carrera 4 Coupe (996) | Power | 300 hp @ 6800 rpm
Porsche 911 Carrera 4 Coupe (996) | Torque | 350 nm @ 4600 rpm
Porsche 911 Carrera 4 Coupe (996) | Torque | 350 nm @ 4600 rpm
Porsche 911 Carrera 4 Coupe (996) | Fuel | petrol
Porsche 911 Carrera 4 Coupe (996) | Fuel feed | distributed injection
Porsche 911 Carrera 4 Coupe (996) | Compression ratio | 11.3
Porsche 911 Carrera 4 Coupe (996) | Bore | 96 mm
Porsche 911 Carrera 4 Coupe (996) | Stroke | 78 mm
Porsche 911 Carrera 4 Coupe (996) | Valves per cylinder | 4
Porsche 911 Carrera 4 Coupe (996) | Speed | 280 kmph
Porsche 911 Carrera 4 Coupe (996) | 0-100 kmph | 5.0 s
Porsche 911 Carrera 4 Coupe (996) | Fuel consumption | 8.8 L/100km
Porsche 911 Carrera 4 Coupe (996) | Fuel consumption | 17.4 L/100km
Porsche 911 Carrera 4 Coupe (996) | Weight | 1375 kg
Porsche 911 Carrera 4 Coupe (996) | Weight | 1450 kg
Porsche 911 Carrera 4 Coupe (996) | Body | coupe
Porsche 911 Carrera 4 Coupe (996) | Body | cabriolet
Porsche 911 Carrera 4 Coupe (996) | Length | 4430 mm
Porsche 911 Carrera 4 Coupe (996) | Length | 4430 mm
Porsche 911 Carrera 4 Coupe (996) | Width | 1765 mm
Porsche 911 Carrera 4 Coupe (996) | Width | 1765 mm
Porsche 911 Carrera 4 Coupe (996) | Height | 1305 mm
Porsche 911 Carrera 4 Coupe (996) | Height | 1305 mm
Porsche 911 Carrera 4 Coupe (996) | Seats | 2+2
Porsche 911 Carrera 4 Coupe (996) | Seats | 2+2
Porsche 911 Carrera 4 Coupe (996) | Doors | 2
